date,description,category,amount,account
2025-03-08,Olive Garden,Restaurants,-64.73,Checking
2025-06-03,Whole Foods,Groceries,-7.55,Checking
2025-06-22,Uber,Transportation,-16.58,Checking
2025-08-24,Amazon,Shopping,-70.72,Checking
2025-04-13,Company Payroll,Salary,3067.29,Checking
2025-04-06,Landlord LLC,Rent,-50.82,Checking
2025-07-23,Amazon,Shopping,-69.47,Checking
2025-05-28,Safeway,Groceries,-12.33,Checking
2025-07-09,Best Buy,Shopping,-187.39,Checking
2025-07-25,Landlord LLC,Rent,-108.14,Checking
2025-03-14,CVS Pharmacy,Healthcare,-40.37,Checking
2025-06-26,Venmo,Misc,-198.69,Checking
2025-07-09,Netflix,Entertainment,-137.98,Checking
2025-06-17,Uber,Transportation,-106.75,Checking
2025-06-15,Landlord LLC,Rent,-173.47,Checking
2025-03-12,Chipotle,Restaurants,-41.99,Checking
2025-06-17,Netflix,Entertainment,-22.99,Checking
2025-07-08,Amazon,Shopping,-157.12,Checking
2025-08-07,Lyft,Transportation,-191.16,Checking
2025-06-07,Amazon,Shopping,-196.23,Checking
2025-04-29,Spotify,Entertainment,-61.81,Checking
2025-08-29,Company Payroll,Salary,2488.21,Checking
2025-03-26,Spotify,Entertainment,-188.59,Checking
2025-05-03,Lyft,Transportation,-107.01,Checking
2025-05-29,Lyft,Transportation,-84.24,Checking
2025-07-19,Uber,Transportation,-79.47,Checking
2025-03-28,Walgreens,Healthcare,-52.08,Checking
2025-07-23,Hulu,Entertainment,-159.83,Checking
2025-07-16,Landlord LLC,Rent,-65.24,Checking
2025-05-08,Landlord LLC,Rent,-30.54,Checking
2025-04-25,Company Payroll,Salary,2616.1,Checking
2025-06-25,Landlord LLC,Rent,-45.19,Checking
2025-05-27,Olive Garden,Restaurants,-163.34,Checking
2025-04-02,Walgreens,Healthcare,-152.49,Checking
2025-04-08,Subway,Restaurants,-80.32,Checking
2025-08-25,Lyft,Transportation,-52.44,Checking
2025-03-27,Landlord LLC,Rent,-61.0,Checking
2025-06-28,Uber,Transportation,-90.2,Checking
2025-05-03,Walgreens,Healthcare,-14.23,Checking
2025-08-10,Exxon,Transportation,-42.25,Checking
2025-07-29,Landlord LLC,Rent,-88.93,Checking
2025-05-05,Chipotle,Restaurants,-25.19,Checking
2025-06-07,CVS Pharmacy,Healthcare,-68.51,Checking
2025-07-22,AT&T,Utilities,-110.39,Checking
2025-06-09,Spotify,Entertainment,-131.19,Checking
2025-06-28,Landlord LLC,Rent,-50.9,Checking
2025-08-08,Landlord LLC,Rent,-154.45,Checking
2025-04-22,Hulu,Entertainment,-153.85,Checking
2025-04-01,Best Buy,Shopping,-160.73,Checking
2025-07-14,Shell Gas,Transportation,-153.9,Checking
2025-03-12,Amazon,Shopping,-47.86,Checking
2025-07-20,Exxon,Transportation,-198.25,Checking
2025-05-17,Safeway,Groceries,-171.0,Checking
2025-05-12,Lyft,Transportation,-97.47,Checking
2025-08-02,Comcast,Utilities,-140.22,Checking
2025-07-21,Landlord LLC,Rent,-89.79,Checking
2025-04-10,Company Payroll,Salary,3789.69,Checking
2025-08-09,Amazon,Shopping,-156.23,Checking
2025-08-06,Walgreens,Healthcare,-155.57,Checking
2025-04-26,Landlord LLC,Rent,-157.23,Checking
2025-04-23,Hulu,Entertainment,-77.98,Checking
2025-04-15,Exxon,Transportation,-129.95,Checking
2025-09-02,Company Payroll,Salary,2764.7,Checking
2025-05-10,Spotify,Entertainment,-27.49,Checking
2025-04-22,Chipotle,Restaurants,-134.55,Checking
2025-08-09,Whole Foods,Groceries,-75.74,Checking
2025-07-30,Venmo,Misc,-87.73,Checking
2025-09-01,Comcast,Utilities,-106.35,Checking
2025-07-13,Walmart,Groceries,-58.2,Checking
2025-09-02,Hulu,Entertainment,-194.73,Checking
2025-03-12,Comcast,Utilities,-146.25,Checking
2025-08-29,Company Payroll,Salary,3808.3,Checking
2025-08-01,Uber,Transportation,-77.3,Checking
2025-08-30,Company Payroll,Salary,2732.88,Checking
2025-05-11,Shell Gas,Transportation,-153.01,Checking
2025-05-05,Walgreens,Healthcare,-45.0,Checking
2025-04-26,Walmart,Groceries,-98.34,Checking
2025-03-27,Company Payroll,Salary,3226.36,Checking
2025-03-20,PG&E,Utilities,-165.67,Checking
2025-08-05,PG&E,Utilities,-38.14,Checking
2025-07-08,Olive Garden,Restaurants,-86.38,Checking
2025-05-07,Company Payroll,Salary,2646.01,Checking
2025-08-21,Best Buy,Shopping,-189.54,Checking
2025-07-09,PG&E,Utilities,-111.73,Checking
2025-04-03,Landlord LLC,Rent,-163.75,Checking
2025-08-11,Uber,Transportation,-106.9,Checking
2025-07-26,Spotify,Entertainment,-18.81,Checking
2025-06-02,Target,Shopping,-131.71,Checking
2025-08-24,Best Buy,Shopping,-15.43,Checking
2025-08-02,Spotify,Entertainment,-154.18,Checking
2025-07-09,Best Buy,Shopping,-158.31,Checking
2025-07-03,Netflix,Entertainment,-180.19,Checking
2025-06-11,Walgreens,Healthcare,-90.19,Checking
2025-08-30,Company Payroll,Salary,3553.24,Checking
2025-05-08,Company Payroll,Salary,3743.68,Checking
2025-05-12,Olive Garden,Restaurants,-169.33,Checking
2025-07-02,Venmo,Misc,-136.91,Checking
2025-03-10,Shell Gas,Transportation,-90.37,Checking
2025-06-12,Subway,Restaurants,-84.14,Checking
2025-08-07,Company Payroll,Salary,3005.69,Checking
2025-07-23,Olive Garden,Restaurants,-130.45,Checking
2025-08-06,Walmart,Groceries,-196.86,Checking
2025-03-07,Company Payroll,Salary,3334.3,Checking
2025-06-04,Amazon,Shopping,-17.38,Checking
2025-06-11,Landlord LLC,Rent,-80.52,Checking
2025-08-13,Lyft,Transportation,-135.65,Checking
2025-06-05,Walgreens,Healthcare,-14.41,Checking
2025-05-29,Subway,Restaurants,-195.32,Checking
2025-07-22,PayPal,Misc,-40.93,Checking
2025-04-05,PayPal,Misc,-163.35,Checking
2025-08-31,Subway,Restaurants,-120.25,Checking
2025-05-11,Uber,Transportation,-38.61,Checking
2025-04-06,Venmo,Misc,-161.47,Checking
2025-08-14,Landlord LLC,Rent,-125.51,Checking
2025-03-21,McDonald's,Restaurants,-21.07,Checking
2025-05-12,PG&E,Utilities,-121.27,Checking
2025-07-21,Walgreens,Healthcare,-96.61,Checking
2025-07-05,Shell Gas,Transportation,-158.94,Checking
2025-05-06,Company Payroll,Salary,3001.36,Checking
2025-08-15,Company Payroll,Salary,3974.68,Checking
2025-07-10,Landlord LLC,Rent,-168.63,Checking
2025-08-06,Spotify,Entertainment,-47.1,Checking
2025-08-11,Target,Shopping,-70.05,Checking
2025-08-04,Shell Gas,Transportation,-28.24,Checking
2025-09-01,Hulu,Entertainment,-37.48,Checking
2025-04-22,PayPal,Misc,-139.95,Checking
2025-04-08,Target,Shopping,-22.82,Checking
2025-06-21,Company Payroll,Salary,2358.49,Checking
2025-08-08,Lyft,Transportation,-189.76,Checking
2025-08-26,Best Buy,Shopping,-54.27,Checking
2025-04-07,Target,Shopping,-99.09,Checking
2025-08-09,CVS Pharmacy,Healthcare,-116.12,Checking
2025-08-02,Trader Joe's,Groceries,-150.25,Checking
2025-06-17,Whole Foods,Groceries,-45.18,Checking
2025-06-03,Spotify,Entertainment,-25.45,Checking
2025-06-03,Subway,Restaurants,-16.28,Checking
2025-03-22,Venmo,Misc,-71.0,Checking
2025-04-29,Company Payroll,Salary,2494.4,Checking
2025-03-27,Landlord LLC,Rent,-69.72,Checking
2025-05-23,Company Payroll,Salary,3806.35,Checking
2025-05-03,Landlord LLC,Rent,-69.89,Checking
2025-05-02,CVS Pharmacy,Healthcare,-66.43,Checking
2025-04-09,Whole Foods,Groceries,-9.11,Checking
2025-04-01,Company Payroll,Salary,3736.53,Checking
2025-07-16,Netflix,Entertainment,-79.16,Checking
2025-03-27,Whole Foods,Groceries,-85.17,Checking
2025-07-25,McDonald's,Restaurants,-177.56,Checking
2025-08-28,Hulu,Entertainment,-115.21,Checking
2025-06-20,Landlord LLC,Rent,-96.4,Checking
2025-04-03,Landlord LLC,Rent,-25.37,Checking
2025-06-26,PayPal,Misc,-129.38,Checking
2025-07-13,Walgreens,Healthcare,-165.69,Checking
2025-03-28,Best Buy,Shopping,-139.83,Checking
2025-03-27,McDonald's,Restaurants,-24.61,Checking
2025-06-27,Target,Shopping,-154.89,Checking
2025-04-27,Landlord LLC,Rent,-120.53,Checking
2025-08-26,Chipotle,Restaurants,-140.32,Checking
2025-05-17,Best Buy,Shopping,-99.19,Checking
2025-03-31,Walmart,Groceries,-127.92,Checking
2025-06-06,PayPal,Misc,-115.54,Checking
2025-03-31,Uber,Transportation,-133.16,Checking
2025-05-18,Venmo,Misc,-102.7,Checking
2025-05-26,Walgreens,Healthcare,-174.14,Checking
2025-05-09,Venmo,Misc,-5.52,Checking
2025-03-30,Chipotle,Restaurants,-27.98,Checking
2025-03-07,Netflix,Entertainment,-172.52,Checking
2025-07-09,AT&T,Utilities,-87.82,Checking
2025-07-01,Subway,Restaurants,-95.9,Checking
2025-07-31,Spotify,Entertainment,-19.53,Checking
2025-06-28,Whole Foods,Groceries,-13.42,Checking
2025-05-30,Uber,Transportation,-73.81,Checking
2025-08-14,Chipotle,Restaurants,-93.52,Checking
2025-03-14,AT&T,Utilities,-47.4,Checking
2025-06-15,Landlord LLC,Rent,-53.45,Checking
2025-08-09,Company Payroll,Salary,2825.1,Checking
2025-08-17,PayPal,Misc,-16.19,Checking
2025-03-12,Venmo,Misc,-62.8,Checking
2025-04-06,Walgreens,Healthcare,-52.07,Checking
2025-03-23,Netflix,Entertainment,-195.57,Checking
2025-03-25,Venmo,Misc,-72.28,Checking
2025-05-14,Target,Shopping,-197.13,Checking
2025-06-21,Hulu,Entertainment,-140.46,Checking
2025-08-20,Exxon,Transportation,-26.95,Checking
2025-05-11,Whole Foods,Groceries,-22.1,Checking
2025-08-06,Comcast,Utilities,-171.94,Checking
2025-07-16,Spotify,Entertainment,-156.92,Checking
2025-07-02,Comcast,Utilities,-84.58,Checking
2025-08-17,PayPal,Misc,-127.38,Checking
2025-09-03,Target,Shopping,-142.22,Checking
2025-06-03,Company Payroll,Salary,2009.13,Checking
2025-04-07,Hulu,Entertainment,-143.7,Checking
2025-06-28,PayPal,Misc,-184.87,Checking
2025-03-10,Olive Garden,Restaurants,-49.21,Checking
2025-07-28,Trader Joe's,Groceries,-45.85,Checking
2025-06-30,Uber,Transportation,-154.82,Checking
2025-05-24,Lyft,Transportation,-48.19,Checking
2025-08-26,PayPal,Misc,-147.04,Checking
2025-07-10,Chipotle,Restaurants,-14.19,Checking
2025-08-18,CVS Pharmacy,Healthcare,-167.21,Checking
2025-04-16,Venmo,Misc,-163.99,Checking
2025-06-20,Trader Joe's,Groceries,-117.88,Checking
2025-07-19,Company Payroll,Salary,3249.77,Checking
2025-03-15,Safeway,Groceries,-122.84,Checking
2025-08-04,Uber,Transportation,-137.56,Checking
2025-06-25,Walgreens,Healthcare,-166.33,Checking
2025-07-24,Company Payroll,Salary,3332.22,Checking
2025-08-18,Landlord LLC,Rent,-19.56,Checking
2025-09-01,Comcast,Utilities,-181.95,Checking
2025-04-05,Venmo,Misc,-184.09,Checking
2025-08-09,Olive Garden,Restaurants,-16.24,Checking
2025-06-16,Uber,Transportation,-145.01,Checking
2025-06-29,Walgreens,Healthcare,-59.65,Checking
2025-07-08,PG&E,Utilities,-75.91,Checking
2025-05-05,McDonald's,Restaurants,-70.61,Checking
2025-08-09,Best Buy,Shopping,-199.92,Checking
2025-03-16,CVS Pharmacy,Healthcare,-169.71,Checking
2025-05-20,Amazon,Shopping,-106.76,Checking
2025-05-24,Netflix,Entertainment,-168.82,Checking
2025-04-09,Trader Joe's,Groceries,-14.89,Checking
2025-04-04,Company Payroll,Salary,2216.59,Checking
2025-05-07,Trader Joe's,Groceries,-137.55,Checking
2025-09-02,Chipotle,Restaurants,-17.91,Checking
2025-06-17,McDonald's,Restaurants,-190.14,Checking
2025-04-22,Company Payroll,Salary,3737.62,Checking
2025-05-04,Walgreens,Healthcare,-161.66,Checking
2025-04-27,Company Payroll,Salary,3138.01,Checking
2025-03-14,Landlord LLC,Rent,-164.52,Checking
2025-06-01,Landlord LLC,Rent,-157.14,Checking
2025-03-15,CVS Pharmacy,Healthcare,-69.48,Checking
2025-06-04,Hulu,Entertainment,-173.4,Checking
2025-07-13,Walgreens,Healthcare,-29.39,Checking
2025-06-01,Venmo,Misc,-35.21,Checking
2025-08-12,Venmo,Misc,-175.91,Checking
2025-07-18,Comcast,Utilities,-57.83,Checking
2025-03-26,CVS Pharmacy,Healthcare,-149.91,Checking
2025-07-14,Venmo,Misc,-140.37,Checking
2025-06-29,Walgreens,Healthcare,-111.48,Checking
2025-03-27,Walmart,Groceries,-37.7,Checking
2025-07-05,Hulu,Entertainment,-153.49,Checking
2025-07-12,PayPal,Misc,-81.04,Checking
2025-06-16,Hulu,Entertainment,-126.99,Checking
2025-05-08,Exxon,Transportation,-27.59,Checking
2025-08-19,Olive Garden,Restaurants,-110.9,Checking
2025-03-25,Venmo,Misc,-116.12,Checking
2025-09-02,Target,Shopping,-86.95,Checking
2025-03-09,Venmo,Misc,-157.36,Checking
2025-03-08,Landlord LLC,Rent,-198.29,Checking
2025-05-03,Target,Shopping,-87.81,Checking
2025-07-04,Walmart,Groceries,-74.88,Checking
2025-04-05,Landlord LLC,Rent,-18.67,Checking
2025-06-22,Amazon,Shopping,-188.38,Checking
2025-04-23,Landlord LLC,Rent,-153.58,Checking
2025-03-14,Comcast,Utilities,-171.98,Checking
2025-03-31,Safeway,Groceries,-73.2,Checking
2025-03-08,AT&T,Utilities,-83.1,Checking
2025-08-15,AT&T,Utilities,-5.53,Checking
2025-04-13,Company Payroll,Salary,3885.28,Checking
2025-05-16,Company Payroll,Salary,3600.89,Checking
2025-07-18,Landlord LLC,Rent,-80.68,Checking
2025-05-12,Landlord LLC,Rent,-151.57,Checking
2025-05-05,Olive Garden,Restaurants,-185.03,Checking
2025-03-22,Comcast,Utilities,-28.05,Checking
2025-06-13,PayPal,Misc,-80.13,Checking
2025-06-23,Spotify,Entertainment,-31.7,Checking
2025-08-23,CVS Pharmacy,Healthcare,-49.63,Checking
2025-04-12,PayPal,Misc,-59.31,Checking
2025-05-20,Best Buy,Shopping,-185.09,Checking
2025-05-27,Venmo,Misc,-171.07,Checking
2025-08-16,Company Payroll,Salary,3218.84,Checking
2025-06-06,Chipotle,Restaurants,-69.31,Checking
2025-05-13,Walmart,Groceries,-198.58,Checking
2025-06-05,Walgreens,Healthcare,-89.4,Checking
2025-06-15,CVS Pharmacy,Healthcare,-32.41,Checking
2025-08-22,Subway,Restaurants,-154.35,Checking
2025-08-05,PG&E,Utilities,-9.51,Checking
2025-03-28,Lyft,Transportation,-160.64,Checking
2025-06-06,Uber,Transportation,-198.45,Checking
2025-06-23,CVS Pharmacy,Healthcare,-13.12,Checking
2025-07-25,Company Payroll,Salary,3924.4,Checking
2025-07-27,AT&T,Utilities,-33.6,Checking
2025-04-21,Walgreens,Healthcare,-51.67,Checking
2025-05-28,Safeway,Groceries,-64.62,Checking
2025-07-22,PG&E,Utilities,-167.83,Checking
2025-05-10,Exxon,Transportation,-37.91,Checking
2025-06-20,AT&T,Utilities,-113.54,Checking
2025-07-02,Company Payroll,Salary,2568.4,Checking
2025-06-17,Walgreens,Healthcare,-15.7,Checking
2025-06-26,Landlord LLC,Rent,-179.1,Checking
2025-08-25,Walgreens,Healthcare,-47.41,Checking
2025-03-10,Walmart,Groceries,-72.57,Checking
2025-04-10,Walgreens,Healthcare,-156.47,Checking
2025-06-04,Company Payroll,Salary,2765.69,Checking
2025-06-23,Comcast,Utilities,-57.47,Checking
2025-03-14,Landlord LLC,Rent,-163.72,Checking
2025-08-04,PG&E,Utilities,-50.07,Checking
2025-05-21,Shell Gas,Transportation,-73.63,Checking
2025-04-22,Company Payroll,Salary,3039.5,Checking
2025-05-04,Comcast,Utilities,-77.25,Checking
2025-04-27,McDonald's,Restaurants,-66.4,Checking
2025-06-28,Hulu,Entertainment,-7.39,Checking
2025-05-01,Landlord LLC,Rent,-165.08,Checking
2025-06-21,PayPal,Misc,-61.75,Checking
2025-03-21,Amazon,Shopping,-156.04,Checking
2025-06-16,Safeway,Groceries,-101.71,Checking
2025-03-31,PayPal,Misc,-107.2,Checking
2025-08-18,PG&E,Utilities,-71.17,Checking
2025-09-02,Trader Joe's,Groceries,-96.8,Checking
2025-03-08,AT&T,Utilities,-54.01,Checking
2025-07-06,Amazon,Shopping,-184.16,Checking
2025-07-16,AT&T,Utilities,-118.86,Checking
2025-04-10,McDonald's,Restaurants,-64.17,Checking
2025-08-15,Landlord LLC,Rent,-5.18,Checking
2025-03-16,Uber,Transportation,-81.98,Checking
2025-03-31,Safeway,Groceries,-117.36,Checking
2025-04-08,PG&E,Utilities,-117.06,Checking
2025-06-18,Amazon,Shopping,-13.34,Checking
2025-05-26,Walgreens,Healthcare,-169.16,Checking
2025-08-30,Spotify,Entertainment,-60.12,Checking
2025-06-07,Exxon,Transportation,-87.55,Checking
2025-05-20,Walmart,Groceries,-138.72,Checking
2025-04-19,Safeway,Groceries,-168.88,Checking
2025-06-23,CVS Pharmacy,Healthcare,-86.94,Checking
2025-07-26,Best Buy,Shopping,-194.9,Checking
2025-04-18,CVS Pharmacy,Healthcare,-174.92,Checking
2025-06-02,Shell Gas,Transportation,-28.24,Checking
2025-05-06,Target,Shopping,-76.89,Checking
2025-05-29,Olive Garden,Restaurants,-195.27,Checking
2025-09-03,Target,Shopping,-20.94,Checking
2025-05-26,Olive Garden,Restaurants,-99.93,Checking
2025-07-27,Landlord LLC,Rent,-72.82,Checking
2025-04-22,Uber,Transportation,-183.45,Checking
2025-05-21,Trader Joe's,Groceries,-40.07,Checking
2025-05-10,Hulu,Entertainment,-136.66,Checking
2025-08-12,Landlord LLC,Rent,-121.48,Checking
2025-07-19,Amazon,Shopping,-197.73,Checking
2025-08-15,Netflix,Entertainment,-102.14,Checking
2025-07-12,Best Buy,Shopping,-136.24,Checking
2025-03-23,Company Payroll,Salary,3452.21,Checking
2025-03-10,Comcast,Utilities,-102.92,Checking
2025-04-04,Company Payroll,Salary,3652.83,Checking
2025-08-10,Company Payroll,Salary,2831.5,Checking
2025-03-09,McDonald's,Restaurants,-148.2,Checking
2025-09-01,Target,Shopping,-66.89,Checking
2025-07-13,Venmo,Misc,-80.01,Checking
2025-07-09,Comcast,Utilities,-62.49,Checking
2025-07-06,PG&E,Utilities,-106.23,Checking
2025-07-31,Subway,Restaurants,-123.67,Checking
2025-04-06,Comcast,Utilities,-58.05,Checking
2025-05-03,Walgreens,Healthcare,-28.61,Checking
2025-03-28,Best Buy,Shopping,-179.47,Checking
2025-06-16,CVS Pharmacy,Healthcare,-199.05,Checking
2025-08-02,Landlord LLC,Rent,-104.69,Checking
2025-07-07,PayPal,Misc,-109.82,Checking
2025-07-27,Company Payroll,Salary,2922.62,Checking
2025-06-28,Exxon,Transportation,-178.59,Checking
2025-03-26,Venmo,Misc,-71.32,Checking
2025-05-16,Spotify,Entertainment,-96.36,Checking
2025-08-26,Amazon,Shopping,-121.15,Checking
2025-05-16,Whole Foods,Groceries,-39.46,Checking
2025-06-03,Amazon,Shopping,-114.18,Checking
2025-04-29,Shell Gas,Transportation,-36.37,Checking
2025-03-13,Best Buy,Shopping,-25.36,Checking
2025-08-01,CVS Pharmacy,Healthcare,-133.17,Checking
2025-08-31,AT&T,Utilities,-197.51,Checking
2025-06-07,Landlord LLC,Rent,-66.38,Checking
2025-05-09,Exxon,Transportation,-117.06,Checking
2025-05-21,Company Payroll,Salary,3403.75,Checking
2025-04-02,Walgreens,Healthcare,-93.81,Checking
2025-07-11,Landlord LLC,Rent,-145.47,Checking
2025-04-24,CVS Pharmacy,Healthcare,-167.36,Checking
2025-08-13,CVS Pharmacy,Healthcare,-82.32,Checking
2025-03-10,Netflix,Entertainment,-130.22,Checking
2025-09-02,AT&T,Utilities,-35.98,Checking
2025-06-30,CVS Pharmacy,Healthcare,-44.14,Checking
2025-05-22,PayPal,Misc,-173.79,Checking
2025-05-19,Best Buy,Shopping,-23.49,Checking
2025-04-02,Landlord LLC,Rent,-8.92,Checking
2025-06-24,Hulu,Entertainment,-115.71,Checking
2025-08-03,Uber,Transportation,-176.88,Checking
2025-07-24,Target,Shopping,-103.54,Checking
2025-06-22,Walgreens,Healthcare,-12.96,Checking
2025-07-01,Walmart,Groceries,-114.96,Checking
2025-06-01,Exxon,Transportation,-25.4,Checking
2025-03-20,Chipotle,Restaurants,-159.19,Checking
2025-05-15,Walmart,Groceries,-149.88,Checking
2025-05-23,Best Buy,Shopping,-185.84,Checking
2025-07-02,Target,Shopping,-56.07,Checking
2025-05-25,Shell Gas,Transportation,-153.41,Checking
2025-05-18,PG&E,Utilities,-106.4,Checking
2025-05-05,Company Payroll,Salary,2343.38,Checking
2025-06-16,PayPal,Misc,-89.17,Checking
2025-03-19,Target,Shopping,-46.81,Checking
2025-07-25,Target,Shopping,-111.95,Checking
2025-08-05,AT&T,Utilities,-42.24,Checking
2025-07-24,PG&E,Utilities,-12.81,Checking
2025-07-14,Amazon,Shopping,-172.77,Checking
2025-05-27,Chipotle,Restaurants,-22.52,Checking
2025-04-08,Hulu,Entertainment,-12.56,Checking
2025-05-31,Landlord LLC,Rent,-22.51,Checking
2025-03-11,Company Payroll,Salary,2817.92,Checking
2025-05-02,Target,Shopping,-67.69,Checking
2025-08-21,Walgreens,Healthcare,-50.99,Checking
2025-04-23,Company Payroll,Salary,2287.58,Checking
2025-04-15,Amazon,Shopping,-23.02,Checking
2025-08-14,Company Payroll,Salary,2853.8,Checking
2025-05-24,Company Payroll,Salary,3612.93,Checking
2025-06-19,Netflix,Entertainment,-84.2,Checking
2025-08-23,Venmo,Misc,-195.64,Checking
2025-08-26,Walgreens,Healthcare,-7.46,Checking
2025-06-10,AT&T,Utilities,-125.9,Checking
2025-06-08,PayPal,Misc,-38.89,Checking
2025-03-26,Company Payroll,Salary,3071.71,Checking
2025-07-15,PG&E,Utilities,-26.27,Checking
2025-04-23,Subway,Restaurants,-87.71,Checking
2025-06-19,Best Buy,Shopping,-175.2,Checking
2025-08-06,Subway,Restaurants,-104.98,Checking
2025-04-16,Spotify,Entertainment,-107.1,Checking
2025-08-24,Company Payroll,Salary,2817.19,Checking
2025-08-07,Olive Garden,Restaurants,-37.92,Checking
2025-08-08,Amazon,Shopping,-135.71,Checking
2025-04-09,Landlord LLC,Rent,-115.1,Checking
2025-04-19,Lyft,Transportation,-67.52,Checking
2025-08-25,PayPal,Misc,-77.56,Checking
